clues,institucion_siglas,institución,entidad,municipio,tipo_establecimiento,clave_tipologia,nombre_tipologia,nivel_atencion,sector,nombre_unidad,direccion_completa,latitud,longitud
ASSMP000544,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE RODRIGO RINCON GALLARDO SIN NUMERO  , FRACCIONAMIENTO VILLA DE NUESTRA SEÑORA DE LA ASUNCION SECTOR ALAMEDA, AGUASCALIENTES, AGUASCALIENTES, CP. 20126",21.85188,-102.31073
ASSMP000553,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA JOSE DE JESUS GONZALEZ GARCIA SIN NUMERO  , FRACCIONAMIENTO VILLA DE NUESTRA SEÑORA DE LA ASUNCION SECTOR GUADALUPE, AGUASCALIENTES, AGUASCALIENTES, CP. 20126",21.85774,-102.26931
ASSMP000562,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA AGUASCALIENTES SIN NUMERO  , COLONIA SAN JOSE DEL ARENAL, AGUASCALIENTES, AGUASCALIENTES, CP. 20130",21.84984,-102.25235
ASSMP000571,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE OBRERO MUNDIAL SIN NUMERO  , COLONIA CTM, AGUASCALIENTES, AGUASCALIENTES, CP. 20150",21.93433,-102.29765
ASSMP000580,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA RODOLFO LANDEROS GALLEGOS SIN NUMERO  , FRACCIONAMIENTO RODOLFO LANDEROS GALLEGOS, AGUASCALIENTES, AGUASCALIENTES, CP. 20170",21.929236,-102.283412
ASSMP000595,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE RENE DESCARTES SIN NUMERO  , COLONIA DEL TRABAJO, AGUASCALIENTES, AGUASCALIENTES, CP. 20180",21.932359,-102.261682
ASSMP000604,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE BUENAVISTA SIN NUMERO  , COLONIA OJO CALIENTE, AGUASCALIENTES, AGUASCALIENTES, CP. 20190",21.9299,-102.25761
ASSMP000622,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"NINGUNO HACIENDA OJO CALIENTE SIN NUMERO  , FRACCIONAMIENTO HACIENDAS DE AGUASCALIENTES 1A SECCION, AGUASCALIENTES, AGUASCALIENTES, CP. 20196",21.902104,-102.281231
ASSMP000631,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA PROCERES DE LA ENSEÑANZA SIN NUMERO  , FRACCIONAMIENTO JOSE GUADALUPE PERALTA GAMEZ, AGUASCALIENTES, AGUASCALIENTES, CP. 20196",21.90257,-102.25203
ASSMP000640,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA SIGLO XXI SIN NUMERO  , FRACCIONAMIENTO SOLIDARIDAD I, AGUASCALIENTES, AGUASCALIENTES, CP. 20196",21.88979,-102.27378
ASSMP000655,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE RICARDO GARCIA MENDOZA SIN NUMERO  , FRACCIONAMIENTO JOSE LOPEZ PORTILLO, AGUASCALIENTES, AGUASCALIENTES, CP. 20206",21.88605,-102.2555
ASSMP000664,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE JOSE MARIA GONZALEZ BOCANEGRA SIN NUMERO  , FRACCIONAMIENTO LIC JOSE LOPEZ PORTILLO, AGUASCALIENTES, AGUASCALIENTES, CP. 20206",21.88605,-102.2555
ASSMP000673,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE ESPAÑA SIN NUMERO  , FRACCIONAMIENTO ESPAÑA, AGUASCALIENTES, AGUASCALIENTES, CP. 20210",21.888614,-102.246872
ASSMP000682,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"BOULEVARD MAHATMA GANDHI SIN NUMERO  , COLONIA MESONEROS, AGUASCALIENTES, AGUASCALIENTES, CP. 20234",21.8675,-102.235952
ASSMP000691,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA SIGLO XXI SIN NUMERO  , FRACCIONAMIENTO VILLAS DEL PILAR 1A SECCION, AGUASCALIENTES, AGUASCALIENTES, CP. 20286",21.8705,-102.244383
ASSMP000700,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA CONVENCION SIN NUMERO  , FRACCIONAMIENTO INSURGENTES, AGUASCALIENTES, AGUASCALIENTES, CP. 20287",21.85355,-102.31766
ASSMP000715,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA DE LA CONVENCION SIN NUMERO  , FRACCIONAMIENTO INSURGENTES, AGUASCALIENTES, AGUASCALIENTES, CP. 20287",21.85266,-102.32111
ASSMP000724,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA HEROE INMORTAL SIN NUMERO  , FRACCIONAMIENTO MORELOS I, AGUASCALIENTES, AGUASCALIENTES, CP. 20298",21.86727,-102.31267
ASSMP000733,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA MARIANO HIDALGO SIN NUMERO  , COLONIA MUJERES ILUSTRES, AGUASCALIENTES, AGUASCALIENTES, CP. 20299",21.84876,-102.29375
ASSMP000742,SMP,Servicios Médicos Privados,AGUASCALIENTES,CALVILLO,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE CALL. JUÁREZ SIN NUMERO  , COLONIA CALVILLO CENTRO, CALVILLO, AGUASCALIENTES, CP. 20800",21.99405,-102.29292
ASSMP000751,SMP,Servicios Médicos Privados,AGUASCALIENTES,JESUS MARIA,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE MORELOS SIN NUMERO  , COLONIA CENTRO, JESUS MARIA, AGUASCALIENTES, CP. 20900",21.96153,-102.34314
ASSMP000775,SMP,Servicios Médicos Privados,AGUASCALIENTES,JESUS MARIA,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE MARGARITAS SIN NUMERO  , FRACCIONAMIENTO  JESUS GOMEZ PORTUGAL , JESUS MARIA, AGUASCALIENTES, CP. 20909",,
ASSMP000784,SMP,Servicios Médicos Privados,AGUASCALIENTES,PABELLON DE ARTEAGA,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE 16 DE SEPTIEMBRE SIN NUMERO  , COLONIA PABELLON DE ARTEAGA CENTRO, PABELLON DE ARTEAGA, AGUASCALIENTES, CP. 20670",,
ASSMP000793,SMP,Servicios Médicos Privados,AGUASCALIENTES,PABELLON DE ARTEAGA,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"BOULEVARD ENRIQUE OLIVARES SANTANA SIN NUMERO  , COLONIA PROGRESO (CENTRO), PABELLON DE ARTEAGA, AGUASCALIENTES, CP. 20677",,
ASSMP000802,SMP,Servicios Médicos Privados,AGUASCALIENTES,RINCON DE ROMOS,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE INSURGENTES SIN NUMERO  , COLONIA CENTRO, RINCON DE ROMOS, AGUASCALIENTES, CP. 20400",,
ASSMP000811,SMP,Servicios Médicos Privados,AGUASCALIENTES,RINCON DE ROMOS,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE OBREGON SIN NUMERO  , COLONIA RINCON DE ROMOS CENTRO, RINCON DE ROMOS, AGUASCALIENTES, CP. 20400",,
ASSMP000820,SMP,Servicios Médicos Privados,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA JUÁREZ SIN NUMERO  , COLONIA SAN FRANCISCO DE LOS ROMOS CENTRO, SAN FRANCISCO DE LOS ROMO, AGUASCALIENTES, CP. 20300",,
ASSMP000844,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIA SORIANA HÍPER SUC.663 ESPACIO AGUASCALIENTES,"AVENIDA TECNOLÓGICO SIN NUMERO  , FRACCIONAMIENTO EJIDO OJO CALIENTE, AGUASCALIENTES, AGUASCALIENTES, CP. 20198",21.88022,-102.26066
ASSMP000851,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,N/A,No Especificado,Primer Nivel,Privado,CORPORACION ONCOLÓGICA MEXICO AMERICANA S.A. DE C.V.,"CALLE REPÚBLICA DE PERÚ 102, COLONIA AGRICULTURA, AGUASCALIENTES, AGUASCALIENTES, CP. 20234",21.8634,-102.2984
ASSMP000890,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CLÍNICA Y MATERNIDAD ASUNCIÓN S.A. DE C.V.,"CALLE JOSEFA ORTIZ DE DOMINGUEZ 724, FRACCIONAMIENTO LINDAVISTA, AGUASCALIENTES, AGUASCALIENTES, CP. 20270",21.8674197,-102.2862463
ASSMP000914,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CP,Consultorio Particular,Primer Nivel,Privado,MÉDICA JARDINES,"AVENIDA DE LA CONVENCIÓN DE 1914 SUR 707-A  , FRACCIONAMIENTO JARDINES DE AGUASCALIENTES, AGUASCALIENTES, AGUASCALIENTES, CP. 20270",21.8655,-102.28915
ASSMP000931,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"PROMOTORA INMOBILIARIA MÉDICA DE AGUASCALIENTES, S. A. DE C. V.","AVENIDA DE LA CONVENCIÓN DE 1914 SUR 315, FRACCIONAMIENTO LAS AMÉRICAS, AGUASCALIENTES, AGUASCALIENTES, CP. 20230",21.86619,-102.29771
ASSMP000943,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CENTRO DE CIRUGÍA AMBULATORIA MÉDICA NORTE S. C.,"BOULEVARD LUIS DONALDO COLOSIO 208, FRACCIONAMIENTO LOMAS DEL CAMPESTRE 2DA SECCIÓN, AGUASCALIENTES, AGUASCALIENTES, CP. 20119",21.92428,-102.3157
ASSMP000960,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,SOM HEROE DE NACOZARI,"PROLONGACIÓN ALAMEDA 205  , BARRIO DE LA ESTACION, AGUASCALIENTES, AGUASCALIENTES, CP. 20259",21.88231,-102.282025
ASSMP000972,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,SOM CONSTITUCION,"AVENIDA CONSTITUCION 647-A  , FRACCIONAMIENTO POZO BRAVO , AGUASCALIENTES, AGUASCALIENTES, CP. 20126",21.926874,-102.284024
ASSMP000984,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,SOM SAN IGANACIO,"AVENIDA AGUASCALIENTES NTE 1502-A  , FRACCIONAMIENTO COLINAS DE SAN IGNACIO, AGUASCALIENTES, AGUASCALIENTES, CP. 20016",21.898647,-102.317396
ASSMP000996,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,SOM CHABACANO,"AVENIDA LIC. ADOLFO LOPEZ MATEOS 732-1  , COLONIA CIRCUNVALACION PTE, AGUASCALIENTES, AGUASCALIENTES, CP. 20210",21.87401,-102.311501
ASSMP001001,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,SOM PASEO DE LA ASUNCION,"AVENIDA AGUASCALIENTES SUR 314-1  , FRACCIONAMIENTO PRADOS DEL SUR , AGUASCALIENTES, AGUASCALIENTES, CP. 20280",21.859197,-102.298721
ASSMP001013,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,SOM MENDEL,"CALLE NAZARIO ORTIZ GARZA 99-A  , COLONIA SANTA ANITA, AGUASCALIENTES, AGUASCALIENTES, CP. 20169",21.896191,-102.277968
ASSMP001025,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,SOM BOMBEROS,"AVENIDA AGUASCALIENTES OTE 1551  , COLONIA EJIDO OJOCALIENTE, AGUASCALIENTES, AGUASCALIENTES, CP. 20198",21.882135,-102.258785
ASSMP001030,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,SOM CANAL INTERCEPTOR,"AVENIDA INDEPENDENCIA 1313-B  , FRACCIONAMIENTO EL PLATEADO, AGUASCALIENTES, AGUASCALIENTES, CP. 20137",21.9072576,-102.2966244
ASSMP001054,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,SOM AGOSTADERO,"AVENIDA DE LOS MAESTROS 1502  , FRACCIONAMIENTO MONTEBELLO, AGUASCALIENTES, AGUASCALIENTES, CP. 20237",21.864844,-102.3105491
ASSMP001071,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CASILLAS CIRUGÍA AMBULATORIA,"PROLONGACIÓN JOSEFA ORTIZ DE DOMINGUEZ 514, FRACCIONAMIENTO JARDINES DE LA ASUNCIÓN, AGUASCALIENTES, AGUASCALIENTES, CP. 20268",21.86266,-102.28419
ASSMP001083,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"CENTRO HOSPITALARIO MAC, S. A. DE C. V. ","BOULEVARD LUIS DONALDO COLOSIO 106, FRACCIONAMIENTO LOMAS DEL CAMPESTRE 2DA SECCIÓN, AGUASCALIENTES, AGUASCALIENTES, CP. 20119",21.92448,-102.31627
ASSMP001095,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,SOM DEL VALLE,"AVENIDA AGUASCALIENTES PONIENTE 820-A  , RESIDENCIAL DEL VALLE 1RA SECCION, AGUASCALIENTES, AGUASCALIENTES, CP. 20080",21.8761247,-102.3180349
ASSMP001100,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,SOM CLINICA,"AVENIDA DE LA CONVENCION DE 1914 201-A  , FRACCIONAMIENTO LAS AMERICAS, AGUASCALIENTES, AGUASCALIENTES, CP. 20230",21.8659627,-102.2957816
ASSMP001112,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,MEDICAL HIDROCÁLIDA S. A. DE C. V.,"BOULEVARD LUIS DONALDO COLOSIO 645, FRACCIONAMIENTO JARDINES DE LA CONCEPCIÓN, AGUASCALIENTES, AGUASCALIENTES, CP. 20120",21.92444,-102.29882
ASSMP001124,SMP,Servicios Médicos Privados,AGUASCALIENTES,PABELLON DE ARTEAGA,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"HOSPITAL SAN GERONIMO EMILIANI, S. DE R. L. DE C. V.","CALLE AQUILES SERDAN 203, COLONIA BARRIO INDUSTRIAL, PABELLON DE ARTEAGA, AGUASCALIENTES, CP. 20673",22.14893,-102.27912
ASSMP001136,SMP,Servicios Médicos Privados,AGUASCALIENTES,JESUS MARIA,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA GUADALUPE 225 , COLONIA MARAVILLAS, JESUS MARIA, AGUASCALIENTES, CP. 30060",21.95123,-102.32665
ASSMP001141,SMP,Servicios Médicos Privados,AGUASCALIENTES,ASIENTOS,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA JOSEFA ORTIZ DE DOMINGUEZ 350 , COLONIA VILLA JUAREZ, ASIENTOS, AGUASCALIENTES, CP. 52160",22.093379,-102.070836
ASSMP001153,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA DEL REY 316 , COLONIA LOMAS DEL AJEDREZ, AGUASCALIENTES, AGUASCALIENTES, CP. 10610",21.843922,-102.2527
ASSMP001165,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA MANUEL J. CLOUTHIER 2602 , COLONIA TROJES DE CRISTAL, AGUASCALIENTES, AGUASCALIENTES, CP. 27020",21.935407,-102.323714
ASSMP001170,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA VALLE DE LOS ROMEROS 1310 , COLONIA VILLA DE NUESTRA SEÑORA DE LA ASUNCION SECTOR ESTACION, AGUASCALIENTES, AGUASCALIENTES, CP. 42831",21.93697,-102.262324
ASSMP001182,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA AMERICAS 607 , COLONIA LA FUENTE, AGUASCALIENTES, AGUASCALIENTES, CP. 21350",21.870439,-102.302261
ASSMP001194,SMP,Servicios Médicos Privados,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"CALLE OLIVARES SANTANA NORTE 314 , COLONIA PUERTECITO DE LA VIRGEN, SAN FRANCISCO DE LOS ROMO, AGUASCALIENTES, CP. 23473",21.960037,-102.2713
ASSMP001206,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA CONVENCION DE 1914 SUR 1120 , COLONIA JARDINES DE LA ASUNCION, AGUASCALIENTES, AGUASCALIENTES, CP. 31550",21.865388,-102.290027
ASSMP001211,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA ADOLFO LOPEZ MATEOS 216 , COLONIA ARELLANO, AGUASCALIENTES, AGUASCALIENTES, CP. 56363",21.800443,-102.274364
ASSMP001223,SMP,Servicios Médicos Privados,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA RIBERA DE CHAPALA 602 , COLONIA LA RIBERA, SAN FRANCISCO DE LOS ROMO, AGUASCALIENTES, CP. 09000",21.956713,-102.254341
ASSMP001235,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA INDEPENDENCIA 1107 , COLONIA EL PLATEADO, AGUASCALIENTES, AGUASCALIENTES, CP. 37237",21.905108,-102.296358
ASSMP001240,SMP,Servicios Médicos Privados,AGUASCALIENTES,JESUS MARIA,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA INDEPENDENCIA 125 , COLONIA PASEOS DE AGUASCALIENTES, JESUS MARIA, AGUASCALIENTES, CP. 39904",21.96663,-102.293668
ASSMP001252,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"CALLE ISIDRO MORALES 251 , COLONIA LOS POCITOS, AGUASCALIENTES, AGUASCALIENTES, CP. 50226",21.9232,-102.3371
ASSMP001264,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"CALLE TENIENTE CORONEL ROBERTO JEFKINS RANGEL 604 , COLONIA LIC BENITO PALOMINO DENA, AGUASCALIENTES, AGUASCALIENTES, CP. 29770",21.915225,-102.249958
ASSMP001276,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA MAHATMA GANDHI 2011 , COLONIA CASASOLIDA, AGUASCALIENTES, AGUASCALIENTES, CP. 52980",21.833267,-102.293765
ASSMP001281,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA MAHATMA GANDHI 3101 , COLONIA SAN GERARDO, AGUASCALIENTES, AGUASCALIENTES, CP. 41900",21.808406,-102.292392
ASSMP001293,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA DE LA CONVENCION DE 1914 SUR 321 , COLONIA LAS AMERICAS, AGUASCALIENTES, AGUASCALIENTES, CP. 35024",21.866187,-102.298007
ASSMP001305,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA JOSE MARIA ESCRIVA DE BALAGUER 118 , COLONIA VILLA SUR, AGUASCALIENTES, AGUASCALIENTES, CP. 20172",21.823498,-102.273359
ASSMP001310,SMP,Servicios Médicos Privados,AGUASCALIENTES,TEPEZALA,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"CALLE MIGUEL HIDALGO 102 , COLONIA SAN ANTONIO, TEPEZALA, AGUASCALIENTES, CP. 20616",22.227801,-102.251441
ASSMP001322,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA ADOLFO LOPEZ MATEOS 201 , COLONIA ZONA CENTRO, AGUASCALIENTES, AGUASCALIENTES, CP. 68275",21.878785,-102.295055
ASSMP001334,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA JOSE DE JESUS GONZALEZ GARCIA 1402 , COLONIA VILLA DE NUESTRA SEÑORA DE LA ASUNCION SECTOR GUADALUPE, AGUASCALIENTES, AGUASCALIENTES, CP. 20126",21.92952,-102.253014
ASSMP001346,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA AJEDRECISTAS 622 , COLONIA LOMAS DE VISTABELLA, AGUASCALIENTES, AGUASCALIENTES, CP. 20298",21.844856,-102.25922
ASSMP001351,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"AVENIDA CULTURA MAYA 361 , COLONIA MIRADOR DE LAS CULTURAS, AGUASCALIENTES, AGUASCALIENTES, CP. 20174",21.91152,-102.24272
ASSMP001363,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FUNDACION BEST A.C.,"BOULEVARD GUADALUPANO 309 , COLONIA CNOP ORIENTE, AGUASCALIENTES, AGUASCALIENTES, CP. 20177",21.903375,-102.267699
