clues,institucion_siglas,institución,entidad,municipio,tipo_establecimiento,clave_tipologia,nombre_tipologia,nivel_atencion,sector,nombre_unidad,direccion_completa,latitud,longitud
ASHUN000012,SMU,Servicios Médicos Universitarios,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,N/A,No Especificado,Primer Nivel,Privado,UNIDAD DE ODONTOLOGÍA DE LA UNIVERSIDAD CUAUHTÉMOC,"AVENIDA SIGLO XXI 6104, FRACCIONAMIENTO SOLIDARIDAD I, AGUASCALIENTES, AGUASCALIENTES, CP. 20196",21.87086,-102.245102
ASIMS000016,IMSS,Instituto Mexicano del Seguro Social,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,HGZ,Hospital General de Zona,Segundo Nivel,Público,HGZ 2 AGUASCALIENTES,"AVENIDA LOS CONOS 102, FRACCIONAMIENTO OJOCALIENTE, AGUASCALIENTES, AGUASCALIENTES, CP. 20190",21.8773199,-102.2544229
ASIMS000021,IMSS,Instituto Mexicano del Seguro Social,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,HGZ,Hospital General de Zona,Segundo Nivel,Público,HGZ 1 AGUASCALIENTES,"BOULEVARD JOSÉ MARÍA CHÁVEZ 1202, FRACCIONAMIENTO LINDAVISTA, AGUASCALIENTES, AGUASCALIENTES, CP. 20270",21.8661478,-102.2951765
ASIMS000033,IMSS,Instituto Mexicano del Seguro Social,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF 1 AGUASCALIENTES,"BOULEVARD JOSÉ MARÍA CHÁVEZ 1202, FRACCIONAMIENTO LINDAVISTA, AGUASCALIENTES, AGUASCALIENTES, CP. 20270",21.8664341,-102.2957787
ASIMS000045,IMSS,Instituto Mexicano del Seguro Social,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF 10 AGUASCALIENTES,"AVENIDA CONVENCIÓN DE 1914 NORTE 102, COLONIA INDUSTRIAL, AGUASCALIENTES, AGUASCALIENTES, CP. 20030",21.9000674,-102.2955062
ASIMS000050,IMSS,Instituto Mexicano del Seguro Social,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF 7 SAN MARCOS,"AVENIDA AGUASCALIENTES 603, FRACCIONAMIENTO SAN MARCOS, AGUASCALIENTES, AGUASCALIENTES, CP. 20070",21.8804243,-102.3196314
ASIMS000062,IMSS,Instituto Mexicano del Seguro Social,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF 8 AGUASCALIENTES,"AVENIDA ALAMEDA 702, COLONIA DEL TRABAJO, AGUASCALIENTES, AGUASCALIENTES, CP. 20180",21.8847294,-102.2763838
ASIMS000074,IMSS,Instituto Mexicano del Seguro Social,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF 9 AGUASCALIENTES,"AVENIDA SIGLO XXI 301, FRACCIONAMIENTO MUNICIPIO LIBRE, AGUASCALIENTES, AGUASCALIENTES, CP. 20199",21.8957721,-102.2552599
ASIMS000086,IMSS,Instituto Mexicano del Seguro Social,AGUASCALIENTES,ASIENTOS,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF 5 ASIENTOS,"AVENIDA NICOLÁS BRAVO 1, COLONIA INFONAVIT, ASIENTOS, AGUASCALIENTES, CP. 20715",22.235075,-102.0873268
ASIMS000091,IMSS,Instituto Mexicano del Seguro Social,AGUASCALIENTES,CALVILLO,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF 4 CALVILLO,"AVENIDA RODOLFO LANDEROS 320, COLONIA BUGAMBILIAS, CALVILLO, AGUASCALIENTES, CP. 20800",21.8474122,-102.7066561
ASIMS000103,IMSS,Instituto Mexicano del Seguro Social,AGUASCALIENTES,JESUS MARIA,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF 6 JESÚS MARÍA,"AVENIDA AGUA POTABLE SIN NUMERO, FRACCIONAMIENTO AGUA CLARA, JESUS MARIA, AGUASCALIENTES, CP. 20924",21.955939,-102.3383474
ASIMS000115,IMSS,Instituto Mexicano del Seguro Social,AGUASCALIENTES,PABELLON DE ARTEAGA,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF 3 PABELLÓN ARTEAGA,"AVENIDA REVOLUCIÓN SIN NUMERO, COLONIA ZONA CENTRO, PABELLON DE ARTEAGA, AGUASCALIENTES, CP. 20670",22.1457198,-102.2803085
ASIMS000120,IMSS,Instituto Mexicano del Seguro Social,AGUASCALIENTES,RINCON DE ROMOS,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF 2 RINCÓN DE ROMOS,"AVENIDA INSURGENTES 126, COLONIA CENTRO RINCÓN DE ROMOS, RINCON DE ROMOS, AGUASCALIENTES, CP. 20400",22.2282169,-102.3217268
ASIMS000144,IMSS,Instituto Mexicano del Seguro Social,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF 11 AGUASCALIENTES,"AVENIDA MARIANO HIDALGO 510, FRACCIONAMIENTO MORELOS I, AGUASCALIENTES, AGUASCALIENTES, CP. 20198",21.8574683,-102.2589902
ASIMS000154,IMSS,Instituto Mexicano del Seguro Social,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,UMAA,Unidad Médica de Atención Ambulatoria,Segundo Nivel,Público,UMAA 1 AGUASCALIENTES (AUT),"AVENIDA CONVENCIÓN DE 1914 NORTE 102, COLONIA INDUSTRIAL, AGUASCALIENTES, AGUASCALIENTES, CP. 20030",21.8998,-102.2965
ASIMS000161,IMSS,Instituto Mexicano del Seguro Social,AGUASCALIENTES,JESUS MARIA,Hospitalización,HGZ,Hospital General de Zona,Segundo Nivel,Público,HGZ 3 JESÚS MARÍA,"PROLONGACIÓN GRAL. IGNACIO ZARAGOZA 905, EJIDO JESÚS MARÍA, JESUS MARIA, AGUASCALIENTES, CP. 20908",21.9568583,-102.3082959
ASIMS000173,IMSS,Instituto Mexicano del Seguro Social,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF 12 AGUASCALIENTES,"AVENIDA VALLE DE LOS ROMEROS 1603, FRACCIONAMIENTO VILLA DE NUESTRA SEÑORA DE LA ASUNCIÓN, AGUASCALIENTES, AGUASCALIENTES, CP. 20126",21.9382205,-102.2609952
ASIST000016,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,HG,Hospital General,Segundo Nivel,Público,HG AGUASCALIENTES,"AVENIDA UNIVERSIDAD ESQUINA SAN COSME 410, FRACCIONAMIENTO SAN CAYETANO, AGUASCALIENTES, AGUASCALIENTES, CP. 20010",21.901974,-102.307437
ASIST000021,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CMF,Clínica de Medicina Familiar ,Primer Nivel,Público,CMF AGUASCALIENTES,"CALLE SAN COSME 114, FRACCIONAMIENTO FRACCIONAMIENTO SAN CAYETANO, AGUASCALIENTES, AGUASCALIENTES, CP. 20010",21.9014,-102.308
ASIST000033,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,AGUASCALIENTES,PABELLON DE ARTEAGA,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF PABELLÓN DE ARTEAGA,"CALLE REVOLUCIÓN 713, FRACCIONAMIENTO FRACCIONAMIENTO  POPULAR, PABELLON DE ARTEAGA, AGUASCALIENTES, CP. 20660",22.1404,-102.278
ASIST000045,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,AGUASCALIENTES,RINCON DE ROMOS,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF RINCÓN DE ROMOS,"CALLE PLAZA EL CHAVEÑO DELFINO V. ARAUJO SIN NUMERO  , BARRIO BARRIO DE GUADALUPE, RINCON DE ROMOS, AGUASCALIENTES, CP. 20400",22.2292,-102.314
ASIST000050,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,AGUASCALIENTES,CALVILLO,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF CALVILLO,"CALLE GALEANA 605, FRACCIONAMIENTO FRACCIONAMIENTO INDEPENDENCIA, CALVILLO, AGUASCALIENTES, CP. 20800",21.8457,-102.733
ASIST000062,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CMF,Clínica de Medicina Familiar ,Primer Nivel,Público,CMF OJOCALIENTE,"CALLE SIGLO XXI 6102, FRACCIONAMIENTO SOLIDARIDAD I, AGUASCALIENTES, AGUASCALIENTES, CP. 20196",21.888,-102.253
ASIST000074,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,AGUASCALIENTES,ASIENTOS,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF VILLA JUÁREZ,"CALLE ALAMEDA 265, COLONIA COLONIA LA SIERRA, ASIENTOS, AGUASCALIENTES, CP. 20700",22.0885,-102.074
ASIST000103,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,AGUASCALIENTES,SAN JOSE DE GRACIA,Consulta Externa,CAF,Consultorio de Atención Familiar,Primer Nivel,Público,CAF SAN JOSÉ DE GRACIA,"CALLE JUAN ESTEBAN 404, COLONIA COLONIA CENTRO, SAN JOSE DE GRACIA, AGUASCALIENTES, CP. 20276",22.1506,-102.416
ASIST000115,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,AGUASCALIENTES,COSIO,Consulta Externa,CAF,Consultorio de Atención Familiar,Primer Nivel,Público,CAF COSIO,"CALLE GUERRERO 15, COLONIA COLONIA CENTRO, COSIO, AGUASCALIENTES, CP. 20460",22.366425,-102.300649
ASIST000120,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,AGUASCALIENTES,EL LLANO,Consulta Externa,CAF,Consultorio de Atención Familiar,Primer Nivel,Público,CAF PALO ALTO,"CALLE CONSTITUCIÓN 112, BARRIO BARRIO DEL SALTO, EL LLANO, AGUASCALIENTES, CP. 20330",21.9196,-101.964
ASIST000131,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,Consulta Externa,CAF,Consultorio de Atención Familiar,Primer Nivel,Público,CAF SAN FRANCISCO DE LOS ROMO,"CALLE INDEPENDENCIA 502, COLONIA ZONA CENTRO, SAN FRANCISCO DE LOS ROMO, AGUASCALIENTES, CP. 20300",22.0978,-102.2389
ASSMP000016,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,TORRE MEDICA SANTA MARÍA,"CALLE EZEQUIEL A. CHAVEZ 106, BARRIO LA PURISIMA, AGUASCALIENTES, AGUASCALIENTES, CP. 20000",21.8829836,-102.2846561
ASSMP000021,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CENTRO HOSPITALARIO AGUASCALIENTES,"CALLE EMILIANO ZAPATA 521, BARRIO DE GUADALUPE, AGUASCALIENTES, AGUASCALIENTES, CP. 20059",21.882662,-102.306285
ASSMP000033,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"CENTRO HOSPITALARIO MAC, S. A. DE C. V.","CALLE REPÚBLICA DE PERU 102, COLONIA AGRICULTURA, AGUASCALIENTES, AGUASCALIENTES, CP. 20234",21.863342,-102.298258
ASSMP000045,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,PRESTADORA DE SERVICIOS QUIRÚRGICOS DE AGUASCALIENTES S. DE R.L. DE C.V.,"CALLE EMILIANO ZAPATA 435, BARRIO DE GUADALUPE, AGUASCALIENTES, AGUASCALIENTES, CP. 20059",21.882601,-102.305085
ASSMP000050,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CLÍNICA Y MATERNIDAD SANTA FE DE AGUASCALIENTES,"CALLE CONVENCION MILITAR 308, FRACCIONAMIENTO JOSÉ LOPEZ PORTILLO, AGUASCALIENTES, AGUASCALIENTES, CP. 20206",21.855653,-102.318163
ASSMP000074,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CLÍNICA Y MATERNIDAD CASA BLANCA,"AVENIDA AGUASCALIENTES SUR 1009, FRACCIONAMIENTO CASA BLANCA, AGUASCALIENTES, AGUASCALIENTES, CP. 20270",21.859834,-102.277192
ASSMP000086,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,MÉDICA SAN JUAN HOSPITAL DE ESPECIALIDADES,"AVENIDA DE LA ASUNCIÓN 101, FRACCIONAMIENTO BOULEVARES, AGUASCALIENTES, AGUASCALIENTES, CP. 20287",21.85255,-102.301157
ASSMP000091,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"PROMOTORA MÉDICA AGUASCALIENTES, S.A. DE C.V.","CALLE ECUADOR 200, FRACCIONAMIENTO LAS AMÉRICAS, AGUASCALIENTES, AGUASCALIENTES, CP. 20230",21.8700626,-102.2965169
ASSMP000103,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"GRUPO MÉDICO LA SALUD, S. DE R. L. DE C. V.","AVENIDA AYUNTAMIENTO 111, BARRIO LA SALUD, AGUASCALIENTES, AGUASCALIENTES, CP. 20240",21.8672,-102.28343
ASSMP000115,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"BIOMATERNA CLÍNICA GINECOOBSTETRA, S.C.","AVENIDA LAS AMERICAS 1616, FRACCIONAMIENTO VALLE DORADO, AGUASCALIENTES, AGUASCALIENTES, CP. 20235",21.863313,-102.303244
ASSMP000120,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,STAR MÉDICA,"AVENIDA UNIVERSIDAD 101, FRACCIONAMIENTO VILLAS DE LA UNIVERSIDAD, AGUASCALIENTES, AGUASCALIENTES, CP. 20020",21.897933,-102.304522
ASSMP000132,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,UDIMEPES S.A. DE C.V.,"BOULEVARD GUADALUPANO 403, FRACCIONAMIENTO NAZARIO ORTÍZ GARZA, AGUASCALIENTES, AGUASCALIENTES, CP. 20170",21.90341,-102.26739
ASSMP000144,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CENTRO DE CIRUGÍA AMBULATORIA MEDISUR,"CALLE ENRIQUE GONZÁLEZ 102, FRACCIONAMIENTO EL DORADO, AGUASCALIENTES, AGUASCALIENTES, CP. 20235",21.86157,-102.30291
ASSMP000156,SMP,Servicios Médicos Privados,AGUASCALIENTES,RINCON DE ROMOS,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CLÍNICA Y HOSPITAL VIRGEN DEL CARMEN S.A. DE C.V.,"CALLE CONSUELO R. DE MACIAS 402, FRACCIONAMIENTO JOSÉ LUIS MACIAS, RINCON DE ROMOS, AGUASCALIENTES, CP. 20404",22.235164,-102.316833
ASSMP000161,SMP,Servicios Médicos Privados,AGUASCALIENTES,RINCON DE ROMOS,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"SERVICIOS MÉDICOS INTEGRADOS, S. A. DE C. V.","AVENIDA 16 DE SEPTIEMBRE 122, BARRIO DE GUADALUPE, RINCON DE ROMOS, AGUASCALIENTES, CP. 20405",22.23079,-102.31679
ASSMP000173,SMP,Servicios Médicos Privados,AGUASCALIENTES,CALVILLO,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CLÍNICA SANTA ELENA DEL VALLE DE HUEJUCAR,"BOULEVARD RODOLFO LANDEROS GALLEGOS 439, FRACCIONAMIENTO JOSÉ LANDEROS, CALVILLO, AGUASCALIENTES, CP. 20803",21.8476,-102.70377
ASSMP000185,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,N/A,No Especificado,Primer Nivel,Privado,INOVA VISIÓN QUIRÚRGICA S.C,"CALLE SIERRA MORENA 238, FRACCIONAMIENTO BOSQUES DEL PRADO NORTE, AGUASCALIENTES, AGUASCALIENTES, CP. 20127",21.91705,-102.31048
ASSMP000190,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,N/A,No Especificado,Primer Nivel,Privado,CONSULTORIO DE MEDICINA FAMILIAR: DRA. MA. DEL ROSARIO HERMOSILLO ROMO,"CALLE REPÚBLICA DE COLOMBIA 602, FRACCIONAMIENTO LAS AMÉRICAS, AGUASCALIENTES, AGUASCALIENTES, CP. 20230",21.86941,-102.30137
ASSMP000226,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CLÍNICA RANDOLPH S.C.,"CALLE FRANCISCO I. MADERO 471, COLONIA CENTRO, AGUASCALIENTES, AGUASCALIENTES, CP. 20000",21.883265,-102.288314
ASSMP000243,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,N/A,No Especificado,Primer Nivel,Privado,"MEDICONSULTORES, S.C.","CALLE INGENIERO BLAS E. ROMO  213-A  , COLONIA VILLA BONITA, AGUASCALIENTES, AGUASCALIENTES, CP. 20170",21.90574,-102.2601
ASSMP000260,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,N/A,No Especificado,Primer Nivel,Privado,CENTRO DE REHABILITACIÓN E INCLUSIÓN INFANTIL TELETÓN AGUASCALIENTES,"AVENIDA HEROICO COLEGIO MILITAR 600, COLONIA FERRONALES, AGUASCALIENTES, AGUASCALIENTES, CP. 20059",21.89085,-102.27763
ASSMP000275,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CENTRO DE CIRUGÍA AMBULATORIA DE AGUASCALIENTES S.C.,"AVENIDA LAS AMÉRICAS 903, FRACCIONAMIENTO SANTA ELENA, AGUASCALIENTES, AGUASCALIENTES, CP. 20230",21.8687,-102.30282
ASSMP000304,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS BENAVIDES,"AVENIDA CONVENCION OTE. SIN NUMERO  , COLONIA JESUS TERAN, AGUASCALIENTES, AGUASCALIENTES, CP. 20260",21.8728,-102.271
ASSMP000313,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS BENAVIDES,"AVENIDA AGUASCALIENTES  SIN NUMERO  , COLONIA VISTA DEL SOL, AGUASCALIENTES, AGUASCALIENTES, CP. 20270",21.8604,-102.2697
ASSMP000322,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS BENAVIDES,"AVENIDA FUNDICION SIN NUMERO  , COLONIA OLIVARES SANTANA, AGUASCALIENTES, AGUASCALIENTES, CP. 20010",21.8952,-102.3113
ASSMP000331,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS BENAVIDES,"BOULEVARD SIGLO XXI  SIN NUMERO  , COLONIA VILLAS DEL PILAR, AGUASCALIENTES, AGUASCALIENTES, CP. 20280",21.845,-102.3019
ASSMP000340,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS BENAVIDES,"CALLE SIGLO XXI  SIN NUMERO  , COLONIA MUNICIPIO LIBRE, AGUASCALIENTES, AGUASCALIENTES, CP. 20199",21.8939,-102.2531
ASSMP000355,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS BENAVIDES,"AVENIDA SAN GABRIEL  SIN NUMERO  , COLONIA OJOCALIENTE III, AGUASCALIENTES, AGUASCALIENTES, CP. 20196",21.8731,-102.2453
ASSMP000364,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS BENAVIDES,"AVENIDA AGUASCALIENTES  SIN NUMERO  , COLONIA MORELOS I, AGUASCALIENTES, AGUASCALIENTES, CP. 20298",21.8594,-102.2585
ASSMP000373,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS BENAVIDES,"CALLE MARIANO HIDALGO  SIN NUMERO  , COLONIA MUJERES ILUSTRES, AGUASCALIENTES, AGUASCALIENTES, CP. 20299",21.8501,-102.2501
ASSMP000382,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS BENAVIDES,"CALLE JOSE DE JESUS GONZALEZ GARCIA  SIN NUMERO  , COLONIA VILLAS DE NUESTRA SRA. DE LA ASUNC., AGUASCALIENTES, AGUASCALIENTES, CP. 20126",21.9307,-102.2595
ASSMP000400,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS BENAVIDES,"AVENIDA TECNOLOGICO  SIN NUMERO  , COLONIA SALTO DE OJOCALIENTE, AGUASCALIENTES, AGUASCALIENTES, CP. 20263",21.8709,-102.2514
ASSMP000415,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE RIVERO Y GUTIERREZ SIN NUMERO  , COLONIA AGUASCALIENTES CENTRO, AGUASCALIENTES, AGUASCALIENTES, CP. 99999",21.884,-102.2979
ASSMP000424,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE 5 DE MAYO SIN NUMERO  , COLONIA AGUASCALIENTES CENTRO, AGUASCALIENTES, AGUASCALIENTES, CP. 99999",21.88259,-102.29789
ASSMP000433,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE 5 DE MAYO SIN NUMERO  , COLONIA CENTRO, AGUASCALIENTES, AGUASCALIENTES, CP. 99999",21.88563,-102.29748
ASSMP000442,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE JOSE MARIA MORELOS SIN NUMERO  , COLONIA ZONA CENTRO, AGUASCALIENTES, AGUASCALIENTES, CP. 99999",21.878704,-102.283063
ASSMP000451,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA ADOLFO LOPEZ MATEOS SIN NUMERO  , COLONIA ZONA CENTRO, AGUASCALIENTES, AGUASCALIENTES, CP. 99999",21.88267,-102.29491
ASSMP000475,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA CONVENCION DE 1914 NORTE SIN NUMERO  , FRACCIONAMIENTO SAN CAYETANO, AGUASCALIENTES, AGUASCALIENTES, CP. 20010",21.89627,-102.30913
ASSMP000484,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE CARLOS SAGREDO SIN NUMERO  , COLONIA ALTAVISTA, AGUASCALIENTES, AGUASCALIENTES, CP. 20040",21.892239,-102.305129
ASSMP000493,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA CONVENCION 1914 PTE. SIN NUMERO  , FRACCIONAMIENTO GOMEZ, AGUASCALIENTES, AGUASCALIENTES, CP. 20060",21.88531,-102.3123
ASSMP000502,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA AGUASCALIENTES PTE. SIN NUMERO  , BARRIO SAN MARCOS, AGUASCALIENTES, AGUASCALIENTES, CP. 20070",21.87964,-102.31786
ASSMP000511,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE JOSE DE JESUS CONTRERAS SIN NUMERO  , BARRIO SAN MARCOS, AGUASCALIENTES, AGUASCALIENTES, CP. 20070",21.879772,-102.304872
ASSMP000520,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA INDEPENDENCIA SIN NUMERO  , COLONIA TALAMANTES PONCE, AGUASCALIENTES, AGUASCALIENTES, CP. 20110",21.84522,-102.30275
ASSMP000535,SMP,Servicios Médicos Privados,AGUASCALIENTES,AGUASCALIENTES,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA CONSTITUCION SIN NUMERO  , FRACCIONAMIENTO LIBERTAD, AGUASCALIENTES, AGUASCALIENTES, CP. 20126",21.84986,-102.30241
